marka,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
audi, A3,2020.0,26500.0,Manual,1500.0,Diesel,145.0,55.4,2.0
bmw, 2 Series,2016.0,8500.0,Manual,94790.0,Diesel,0.0,74.3,1.5
toyota, GT86,2017.0,18250.0,Manual,20219.0,Petrol,145.0,36.2,2.0
vauxhall, Mokka X,2019.0,15995.0,Automatic,1000.0,Petrol,145.0,37.2,1.4
merc, GLA Class,2017.0,19701.0,Semi-Auto,18000.0,Petrol,145.0,43.5,2.0
merc, A Class,2017.0,16999.0,Manual,17781.0,Petrol,145.0,49.6,1.6
bmw, X2,2019.0,27988.0,Automatic,5599.0,Petrol,145.0,39.2,2.0
vauxhall, Astra,2011.0,3399.0,Manual,58000.0,Petrol,160.0,45.6,1.6
bmw, 4 Series,2019.0,23775.0,Manual,8293.0,Diesel,145.0,62.8,2.0
ford, Focus,2015.0,7991.0,Manual,40097.0,Petrol,20.0,61.4,1.0
unclean focus, Focus,2018.0,10591.0,Manual,22656.0,14,145.0,54.3,1.6
ford, Focus,2019.0,15310.0,Manual,11237.0,Petrol,145.0,60.1,1.0
bmw, X3,2019.0,35000.0,Automatic,6847.0,Diesel,145.0,54.3,2.0
ford, EcoSport,2018.0,14799.0,Manual,18772.0,Petrol,145.0,54.3,1.0
vauxhall, Insignia,2018.0,12140.0,Automatic,38039.0,Diesel,145.0,55.4,1.6
toyota, Yaris,2013.0,5499.0,Manual,53000.0,Petrol,125.0,51.4,1.3
focus, Focus,2013.0,6500.0,Manual,57029.0,Petrol,145.0,54.3,1.0
vw, Arteon,2019.0,24780.0,Automatic,50.0,Petrol,145.0,40.4,1.5
audi, TT,2016.0,17500.0,Manual,19542.0,Diesel,30.0,62.8,2.0
unclean cclass, C Class,2019.0,28896.0,Automatic,6765.0,Diesel,145.0,54.3,1.6
unclean cclass, C Class,2016.0,15999.0,Automatic,59211.0,Hybrid,145.0,54.3,1.6
vauxhall, Grandland X,2018.0,15795.0,Manual,21897.0,Petrol,145.0,52.3,1.2
vauxhall, Crossland X,2019.0,11799.0,Manual,5396.0,Petrol,145.0,47.1,1.2
ford, Focus,2019.0,17699.0,Manual,5443.0,Petrol,145.0,60.1,1.0
vw, Up,2018.0,10495.0,Semi-Auto,12004.0,Petrol,150.0,68.9,1.0
ford, Kuga,2018.0,19333.0,Semi-Auto,13940.0,Diesel,145.0,58.9,1.5
skoda, Citigo,2016.0,6950.0,Manual,21335.0,Petrol,20.0,62.8,1.0
vw, Polo,2017.0,9183.0,Manual,30801.0,Petrol,20.0,60.1,1.2
merc, C Class,2015.0,15789.0,Semi-Auto,42164.0,Diesel,30.0,64.2,2.1
bmw, X1,2017.0,19085.0,Automatic,36983.0,Diesel,145.0,57.6,2.0
cclass, C Class,2016.0,18745.0,Automatic,26344.0,Diesel,145.0,54.3,2.1
ford, Kuga,2017.0,15999.0,Manual,19660.0,Diesel,145.0,60.1,2.0
vauxhall, Corsa,2017.0,8399.0,Manual,17956.0,Petrol,150.0,57.7,1.0
audi, A4,2017.0,17175.0,Manual,37424.0,Diesel,20.0,68.9,2.0
merc, SL CLASS,2017.0,18250.0,Semi-Auto,30266.0,Diesel,30.0,70.6,2.1
hyundi, I20,2017.0,7998.0,Manual,19583.0,Petrol,30.0,55.4,1.2
toyota, Auris,2016.0,9495.0,Manual,29641.0,Diesel,0.0,80.7,1.4
bmw, 1 Series,2016.0,15722.0,Semi-Auto,14871.0,Diesel,20.0,67.3,2.0
vauxhall, Astra,2015.0,6000.0,Manual,62975.0,Petrol,200.0,43.5,1.6
merc, E Class,2017.0,20472.0,Automatic,32183.0,Diesel,145.0,72.4,2.0
vauxhall, Mokka X,2017.0,10249.0,Manual,28500.0,Petrol,150.0,42.2,1.6
ford, Focus,2018.0,17750.0,Automatic,11321.0,Diesel,145.0,67.3,1.5
vauxhall, Mokka X,2018.0,14495.0,Manual,15963.0,Diesel,145.0,60.1,1.6
bmw, 3 Series,2020.0,32450.0,Semi-Auto,104.0,Petrol,150.0,40.4,2.0
ford, Galaxy,2016.0,14499.0,Manual,32792.0,Diesel,125.0,56.5,2.0
toyota, Yaris,2016.0,8998.0,Manual,16197.0,Petrol,30.0,58.0,1.3
vauxhall, Grandland X,2018.0,14499.0,Manual,14236.0,Diesel,145.0,70.6,1.6
unclean cclass, C Class,2019.0,23295.0,Semi-Auto,15312.0,Diesel,145.0,54.3,1.6
focus, Focus,2019.0,14090.0,Manual,11536.0,Petrol,145.0,54.3,1.0
toyota, Aygo,2017.0,8390.0,Manual,10575.0,Petrol,145.0,68.9,1.0
toyota, Yaris,2017.0,9695.0,Manual,16058.0,Petrol,150.0,58.9,1.5
vw, Polo,2018.0,11450.0,Manual,24723.0,Petrol,150.0,64.2,1.0
hyundi, Ioniq,2019.0,23991.0,Automatic,5500.0,Hybrid,135.0,78.5,1.6
unclean focus, Focus,2019.0,18000.0,Manual,9520.0,Petrol,145.0,54.3,1.6
vauxhall, Corsa,2019.0,9495.0,Manual,6296.0,Petrol,145.0,43.5,1.4
ford, Focus,2016.0,11200.0,Manual,38635.0,Petrol,0.0,74.3,1.5
hyundi, I800,2019.0,20998.0,Manual,2573.0,Diesel,145.0,31.7,2.5
ford, EcoSport,2019.0,14771.0,Manual,8657.0,Petrol,145.0,54.3,1.0
ford, Fiesta,2016.0,7290.0,Manual,54277.0,Petrol,0.0,65.7,1.0
hyundi, I30,2016.0,8595.0,Manual,44534.0,Diesel,0.0,78.4,1.6
merc, C Class,2019.0,36999.0,Semi-Auto,1000.0,Diesel,145.0,55.4,2.0
merc, GLA Class,2017.0,22750.0,Automatic,11837.0,Diesel,125.0,56.5,2.1
vw, Polo,2015.0,6995.0,Manual,57323.0,Petrol,20.0,60.1,1.2
audi, A5,2016.0,15995.0,Manual,32000.0,Diesel,125.0,60.1,2.0
toyota, Aygo,2017.0,7495.0,Manual,20253.0,Petrol,145.0,68.9,1.0
cclass, C Class,2015.0,11500.0,Manual,84830.0,Petrol,145.0,54.3,2.0
skoda, Yeti Outdoor,2017.0,13495.0,Semi-Auto,6045.0,Petrol,125.0,51.4,1.2
skoda, Fabia,2016.0,8298.0,Manual,53342.0,Petrol,20.0,58.9,1.2
skoda, Citigo,2016.0,5999.0,Manual,21747.0,Petrol,20.0,62.8,1.0
vauxhall, Viva,2018.0,6990.0,Manual,10430.0,Petrol,145.0,61.4,1.0
skoda, Octavia,2016.0,15000.0,Manual,26779.0,Diesel,30.0,64.2,2.0
bmw, M2,2018.0,39995.0,Semi-Auto,6120.0,Petrol,150.0,29.1,3.0
ford, Kuga,2018.0,21999.0,Semi-Auto,13082.0,Diesel,145.0,54.3,2.0
vw, Up,2014.0,3495.0,Manual,80324.0,Petrol,20.0,62.8,1.0
skoda, Fabia,2019.0,13995.0,Manual,3891.0,Petrol,145.0,61.4,1.0
bmw, 4 Series,2020.0,39225.0,Semi-Auto,10.0,Petrol,145.0,48.7,2.0
ford, S-MAX,2017.0,21500.0,Automatic,16000.0,Petrol,260.0,35.8,2.0
unclean cclass, C Class,2019.0,25799.0,Automatic,1649.0,Petrol,145.0,54.3,1.6
skoda, Superb,2019.0,22990.0,Semi-Auto,18227.0,Petrol,145.0,39.8,1.5
skoda, Superb,2019.0,14980.0,Manual,38100.0,Diesel,145.0,64.2,2.0
unclean cclass, C Class,2019.0,20999.0,Semi-Auto,13070.0,Diesel,145.0,54.3,1.6
hyundi, I10,2016.0,5990.0,Manual,23315.0,Petrol,20.0,60.1,1.0
vauxhall, Corsa,2017.0,6491.0,Manual,33799.0,Petrol,145.0,55.4,1.4
unclean focus, Focus,2017.0,11450.0,Manual,23319.0,Petrol,145.0,54.3,1.6
bmw, 5 Series,2016.0,18759.0,Automatic,10098.0,Diesel,125.0,60.1,2.0
audi, A4,2017.0,17490.0,Manual,35000.0,Petrol,125.0,49.6,2.0
vw, Golf SV,2019.0,18876.0,Semi-Auto,3679.0,Petrol,145.0,43.5,1.0
unclean cclass, C Class,2019.0,26490.0,Automatic,14696.0,Diesel,145.0,54.3,1.6
skoda, Octavia,2019.0,14998.0,Semi-Auto,15425.0,Diesel,145.0,70.6,1.6
vw, Golf,2013.0,6998.0,Manual,52682.0,Petrol,30.0,57.6,1.2
vw, Polo,2017.0,11000.0,Manual,11619.0,Petrol,145.0,60.1,1.0
toyota, Aygo,2017.0,7800.0,Manual,23000.0,Petrol,150.0,68.9,1.0
ford, Kuga,2018.0,14995.0,Manual,27750.0,Petrol,145.0,45.6,1.5
unclean focus, Focus,2019.0,16345.0,Manual,9068.0,Petrol,145.0,54.3,1.0
skoda, Citigo,2013.0,3995.0,Manual,43000.0,Petrol,20.0,62.8,1.0
vw, Golf,2016.0,13998.0,Semi-Auto,13250.0,Petrol,30.0,53.3,1.4
bmw, X1,2016.0,21200.0,Automatic,6341.0,Petrol,160.0,44.8,2.0
unclean focus, Focus,2019.0,15240.0,Manual,13206.0,Diesel,145.0,54.3,1.6
cclass, C Class,2017.0,19750.0,Semi-Auto,27959.0,Petrol,145.0,54.3,2.0
toyota, Aygo,2019.0,9995.0,Manual,2541.0,Petrol,145.0,57.7,1.0
audi, A6,2016.0,11499.0,Manual,87234.0,Diesel,30.0,61.4,2.0
unclean focus, Focus,2008.0,2375.0,Manual,89000.0,10,145.0,54.3,1.6
vauxhall, Mokka,2016.0,6895.0,Manual,90000.0,Diesel,30.0,65.7,1.6
vw, Passat,2019.0,19995.0,Manual,13299.0,Petrol,145.0,44.1,1.5
vw, Golf,2019.0,16995.0,Manual,5000.0,Petrol,145.0,49.6,1.0
vauxhall, Grandland X,2018.0,15000.0,Manual,17500.0,Petrol,145.0,55.4,1.2
toyota, Aygo,2016.0,6995.0,Manual,25000.0,Petrol,0.0,69.0,1.0
vw, Golf,2018.0,15490.0,Manual,9782.0,Diesel,145.0,61.4,1.6
vauxhall, Insignia,2017.0,13199.0,Manual,14557.0,Diesel,145.0,54.3,2.0
cclass, C Class,2015.0,14000.0,Automatic,70857.0,Diesel,145.0,54.3,2.1
bmw, 3 Series,2019.0,31990.0,Automatic,5.0,Petrol,145.0,42.2,2.0
unclean cclass, C Class,2020.0,41900.0,Automatic,6000.0,Diesel,145.0,54.3,1.6
focus, Focus,2017.0,14960.0,Manual,23554.0,Petrol,145.0,54.3,2.0
skoda, Citigo,2016.0,5650.0,Manual,34296.0,Petrol,0.0,67.3,1.0
merc, E Class,2018.0,21899.0,Automatic,22985.0,Diesel,145.0,65.7,2.0
toyota, Auris,2016.0,13850.0,Automatic,35041.0,Hybrid,0.0,78.5,1.8
audi, Q3,2017.0,25352.0,Semi-Auto,7957.0,Petrol,200.0,40.4,2.0
vauxhall, Corsa,2017.0,4990.0,Manual,75000.0,Petrol,30.0,55.4,1.4
hyundi, I30,2019.0,27800.0,Manual,1.0,Petrol,145.0,34.0,2.0
ford, Fiesta,2018.0,13100.0,Manual,11581.0,Petrol,145.0,55.4,1.0
audi, A4,2017.0,18298.0,Manual,20637.0,Diesel,30.0,67.3,2.0
audi, A3,2019.0,19196.0,Automatic,2550.0,Diesel,145.0,54.3,1.6
unclean cclass, C Class,2018.0,39249.0,Automatic,7297.0,Petrol,145.0,54.3,1.6
unclean cclass, C Class,2017.0,16750.0,Automatic,33000.0,Diesel,145.0,54.3,1.6
ford, Focus,2017.0,11998.0,Manual,14032.0,Diesel,150.0,74.3,1.5
bmw, 1 Series,2014.0,10985.0,Manual,42574.0,Diesel,30.0,64.2,2.0
skoda, Superb,2015.0,9000.0,Manual,97470.0,Diesel,20.0,68.9,2.0
focus, Focus,2019.0,15295.0,Manual,13340.0,Petrol,145.0,54.3,1.0
ford, Fiesta,2018.0,11999.0,Manual,6150.0,Petrol,150.0,65.7,1.0
ford, Grand C-MAX,2011.0,6499.0,Manual,48718.0,Petrol,200.0,40.9,1.6
ford, Fiesta,2018.0,11200.0,Manual,7634.0,Petrol,145.0,65.7,1.0
unclean focus, Focus,2019.0,16800.0,Automatic,2220.0,Diesel,145.0,54.3,1.6
unclean cclass, C Class,2019.0,25999.0,Semi-Auto,14344.0,Diesel,145.0,54.3,1.6
vauxhall, Corsa,2018.0,8798.0,Manual,10676.0,Petrol,145.0,55.4,1.4
vauxhall, Corsa,2015.0,6400.0,Manual,34341.0,Petrol,125.0,54.3,1.4
vw, Tiguan,2016.0,15300.0,Manual,38398.0,Diesel,145.0,53.3,0.0
bmw, 1 Series,2017.0,15672.0,Manual,20327.0,Petrol,125.0,52.3,1.5
focus, Focus,2019.0,19000.0,Automatic,12859.0,Petrol,145.0,54.3,1.0
vw, Golf,2013.0,11990.0,Manual,28500.0,Petrol,30.0,58.9,1.4
unclean focus, Focus,2016.0,11995.0,Automatic,12320.0,12,145.0,54.3,1.6
merc, C Class,2018.0,18500.0,Automatic,24277.0,Diesel,145.0,61.4,2.1
merc, E Class,2019.0,33899.0,Semi-Auto,5698.0,Diesel,145.0,57.7,2.0
hyundi, I10,2017.0,6991.0,Manual,23768.0,Petrol,145.0,60.1,1.0
ford, C-MAX,2019.0,13998.0,Manual,4087.0,Petrol,145.0,50.4,1.0
vw, T-Roc,2019.0,23690.0,Semi-Auto,4281.0,Diesel,150.0,49.6,2.0
vw, Polo,2017.0,11295.0,Manual,23500.0,Petrol,150.0,60.1,1.2
ford, Kuga,2017.0,13298.0,Manual,16400.0,Petrol,165.0,45.6,1.5
bmw, X5,2014.0,27995.0,Automatic,43946.0,Diesel,265.0,42.2,3.0
toyota, Aygo,2017.0,8890.0,Semi-Auto,22384.0,Petrol,0.0,67.3,1.0
toyota, Yaris,2017.0,8790.0,Manual,43859.0,Petrol,145.0,58.9,1.5
skoda, Yeti Outdoor,2017.0,14495.0,Semi-Auto,9919.0,Petrol,125.0,51.4,1.2
cclass, C Class,2018.0,18265.0,Semi-Auto,16974.0,Diesel,145.0,54.3,2.1
merc, C Class,2017.0,45480.0,Semi-Auto,11018.0,Petrol,145.0,32.8,4.0
toyota, RAV4,2019.0,32495.0,Automatic,12740.0,Hybrid,135.0,49.6,2.5
unclean focus, Focus,2017.0,14970.0,Manual,17000.0,Petrol,145.0,54.3,1.6
toyota, GT86,2013.0,10495.0,Manual,72000.0,Petrol,265.0,36.2,2.0
vauxhall, Mokka X,2017.0,10297.0,Manual,20315.0,Diesel,30.0,65.7,1.6
vw, Tiguan,2017.0,16921.0,Manual,35542.0,Diesel,160.0,50.4,2.0
ford, Focus,2017.0,9800.0,Manual,24500.0,Petrol,20.0,60.1,1.0
ford, Fiesta,2018.0,9950.0,Manual,9649.0,Petrol,145.0,64.2,1.1
cclass, C Class,2015.0,13999.0,Automatic,79779.0,Hybrid,145.0,54.3,2.0
vw, Polo,2014.0,7990.0,Manual,23500.0,Petrol,20.0,60.1,1.0
vauxhall, Corsa,2016.0,7558.0,Manual,33137.0,Petrol,30.0,55.4,1.4
merc, A Class,2017.0,16500.0,Manual,27000.0,Petrol,125.0,51.4,1.6
skoda, Fabia,2019.0,13850.0,Manual,4814.0,Petrol,150.0,60.1,1.0
merc, A Class,2019.0,18999.0,Semi-Auto,7800.0,Diesel,145.0,68.9,1.5
audi, Q5,2020.0,52990.0,Semi-Auto,6000.0,Diesel,145.0,34.5,3.0
vauxhall, Mokka X,2019.0,14499.0,Manual,8911.0,Petrol,145.0,39.2,1.4
bmw, X1,2019.0,21480.0,Semi-Auto,7970.0,Petrol,145.0,46.3,1.5
vauxhall, Mokka X,2017.0,12998.0,Manual,15844.0,Petrol,145.0,47.1,1.4
ford, Fiesta,2016.0,10199.0,Manual,18010.0,Petrol,0.0,65.7,1.0
skoda, Rapid,2018.0,11495.0,Semi-Auto,2736.0,Petrol,150.0,61.4,1.0
skoda, Superb,2019.0,18895.0,Manual,4806.0,Petrol,145.0,40.9,1.5
merc, CL Class,2019.0,26299.0,Automatic,8638.0,Petrol,145.0,38.2,2.0
focus, Focus,2018.0,13498.0,Manual,10150.0,Petrol,145.0,54.3,1.0
merc, A Class,2019.0,20998.0,Semi-Auto,18881.0,Diesel,145.0,67.3,1.5
toyota, Aygo,2018.0,8500.0,Manual,2300.0,Petrol,145.0,56.5,1.0
vw, Golf,2018.0,13500.0,Semi-Auto,34975.0,Diesel,145.0,72.4,1.6
audi, Q5,2015.0,18499.0,Manual,26153.0,Diesel,200.0,47.9,2.0
merc, S Class,2013.0,24530.0,Automatic,56061.0,Hybrid,190.0,44.8,3.5
cclass, C Class,2018.0,27299.0,Semi-Auto,3150.0,Diesel,145.0,54.3,2.0
ford, Fiesta,2019.0,14499.0,Manual,10969.0,Petrol,145.0,55.4,1.0
cclass, C Class,2019.0,29495.0,Automatic,4999.0,Diesel,145.0,54.3,2.0
focus, Focus,2018.0,15500.0,Manual,10286.0,Petrol,145.0,54.3,1.0
merc, E Class,2019.0,38995.0,Automatic,2400.0,Hybrid,135.0,188.3,2.0
bmw, Z3,2002.0,14995.0,Automatic,16500.0,Petrol,325.0,29.4,2.2
vw, Scirocco,2016.0,14490.0,Manual,39184.0,Diesel,20.0,55.4,2.0
focus, Focus,2019.0,20905.0,Automatic,1904.0,Diesel,145.0,54.3,1.5
merc, A Class,2020.0,24260.0,Semi-Auto,5501.0,Diesel,145.0,56.5,2.0
merc, E Class,2020.0,35480.0,Semi-Auto,1989.0,Diesel,145.0,42.8,2.0
vauxhall, Corsa,2015.0,5500.0,Manual,37295.0,Petrol,125.0,53.3,1.2
hyundi, I30,2018.0,9017.0,Manual,30287.0,Petrol,145.0,56.5,1.0
unclean cclass, C Class,2019.0,24995.0,Automatic,11664.0,Petrol,145.0,54.3,1.6
audi, Q2,2019.0,23500.0,Automatic,4573.0,Petrol,145.0,40.9,1.5
focus, Focus,2018.0,14250.0,Manual,11591.0,Petrol,145.0,54.3,1.0
ford, Focus,2018.0,13567.0,Manual,7756.0,Diesel,145.0,74.3,1.5
bmw, 1 Series,2016.0,12700.0,Manual,14634.0,Petrol,125.0,53.3,1.5
toyota, Prius,2017.0,20100.0,Automatic,30687.0,Hybrid,0.0,94.1,1.8
toyota, Avensis,2012.0,8134.0,Manual,23509.0,Petrol,200.0,43.5,1.8
ford, Galaxy,2017.0,19000.0,Semi-Auto,36708.0,Diesel,145.0,52.3,2.0
vw, Golf,2013.0,6375.0,Manual,90000.0,Diesel,0.0,68.9,1.6
toyota, Aygo,2015.0,6249.0,Manual,18040.0,Petrol,0.0,69.0,1.0
vauxhall, Insignia,2015.0,8210.0,Manual,42042.0,Diesel,20.0,72.4,1.6
focus, Focus,2016.0,10498.0,Manual,17685.0,Diesel,145.0,54.3,1.5
vw, Touareg,2019.0,43499.0,Automatic,12933.0,Diesel,145.0,34.0,3.0
vauxhall, Zafira,2017.0,12250.0,Manual,11202.0,Petrol,200.0,42.2,1.4
ford, Focus,2016.0,17499.0,Manual,17663.0,Petrol,200.0,41.5,2.0
audi, Q2,2019.0,20746.0,Manual,100.0,Diesel,145.0,49.6,1.6
vw, Polo,2019.0,19490.0,Semi-Auto,4999.0,Petrol,145.0,47.9,2.0
focus, Focus,2019.0,20390.0,Automatic,6644.0,Diesel,145.0,54.3,2.0
bmw, 5 Series,2019.0,35810.0,Automatic,123.0,Petrol,145.0,48.7,2.0
merc, GLC Class,2016.0,20998.0,Semi-Auto,36240.0,Diesel,125.0,56.5,2.1
unclean focus, Focus,2018.0,11500.0,Manual,8286.0,Petrol,145.0,54.3,1.6
bmw, 3 Series,2018.0,21495.0,Semi-Auto,16452.0,Petrol,150.0,48.7,2.0
hyundi, I10,2018.0,8679.0,Manual,18000.0,Petrol,145.0,57.7,1.2
focus, Focus,2019.0,16998.0,Manual,18274.0,Petrol,145.0,54.3,1.0
bmw, 4 Series,2020.0,32995.0,Semi-Auto,10.0,Diesel,145.0,50.4,3.0
merc, GLA Class,2018.0,25301.0,Semi-Auto,6361.0,Diesel,145.0,56.5,2.1
audi, A6,2019.0,43695.0,Automatic,1500.0,Diesel,145.0,36.2,3.0
audi, A1,2019.0,21000.0,Semi-Auto,9000.0,Petrol,145.0,44.8,1.5
ford, C-MAX,2017.0,11499.0,Manual,18386.0,Petrol,30.0,55.4,1.0
ford, Fiesta,2015.0,10150.0,Manual,12317.0,Petrol,0.0,65.7,1.0
vw, Golf,2016.0,17998.0,Semi-Auto,6636.0,Diesel,30.0,62.8,2.0
ford, Fiesta,2017.0,8980.0,Manual,29674.0,Petrol,0.0,65.7,1.0
skoda, Fabia,2016.0,9950.0,Automatic,42000.0,Petrol,20.0,60.1,1.2
vw, Golf,2019.0,28800.0,Semi-Auto,6882.0,Petrol,150.0,32.8,2.0
vw, Golf,2019.0,12383.0,Manual,13610.0,Petrol,145.0,49.6,1.0
skoda, Octavia,2017.0,13695.0,Semi-Auto,16728.0,Petrol,145.0,56.5,1.4
merc, E Class,2017.0,24900.0,Automatic,17736.0,Diesel,145.0,58.9,2.0
ford, Focus,2019.0,17790.0,Manual,5920.0,Petrol,145.0,60.1,1.0
vauxhall, Corsa,2019.0,9990.0,Manual,100.0,Petrol,145.0,43.5,1.4
unclean focus, Focus,2017.0,10500.0,Manual,19086.0,11,145.0,54.3,1.6
audi, Q2,2017.0,20671.0,Semi-Auto,22791.0,Petrol,145.0,52.3,1.4
vw, Golf,2017.0,19895.0,Manual,18714.0,Diesel,145.0,60.1,2.0
ford, Kuga,2018.0,14750.0,Manual,22984.0,Diesel,145.0,64.2,1.5
unclean focus, Focus,2016.0,9499.0,Manual,35529.0,Petrol,145.0,54.3,1.6
vauxhall, Corsa,2013.0,4195.0,Manual,39338.0,Petrol,30.0,55.4,1.0
vw, Tiguan,2017.0,16995.0,Manual,46591.0,Diesel,150.0,58.9,2.0
audi, A4,2018.0,21395.0,Semi-Auto,11548.0,Petrol,145.0,50.4,2.0
vw, CC,2014.0,9999.0,Automatic,61063.0,Diesel,145.0,53.3,2.0
cclass, C Class,2019.0,25495.0,Semi-Auto,12382.0,Petrol,145.0,54.3,1.5
vw, Amarok,2019.0,36990.0,Automatic,200.0,Diesel,260.0,28.3,3.0
merc, C Class,2017.0,15990.0,Automatic,49000.0,Diesel,145.0,61.4,2.1
audi, Q5,2015.0,22797.0,Semi-Auto,39378.0,Diesel,265.0,41.5,3.0
vw, Golf,2015.0,13990.0,Manual,41495.0,Diesel,20.0,67.3,2.0
cclass, C Class,2019.0,25399.0,Semi-Auto,3585.0,Petrol,145.0,54.3,1.5
focus, Focus,2019.0,16999.0,Manual,10000.0,Petrol,145.0,54.3,1.0
ford, Focus,2017.0,12369.0,Manual,17028.0,Petrol,145.0,57.7,1.0
cclass, C Class,2019.0,23206.0,Automatic,9150.0,Diesel,145.0,54.3,2.0
skoda, Kamiq,2020.0,18499.0,Manual,2046.0,Petrol,145.0,47.1,1.5
merc, A Class,2016.0,14990.0,Manual,31000.0,Diesel,30.0,62.8,2.1
audi, A8,2012.0,13437.0,Automatic,70894.0,Diesel,235.0,44.1,3.0
vw, Golf,2017.0,17995.0,Manual,21963.0,Diesel,20.0,67.3,2.0
vw, Golf,2015.0,12498.0,Semi-Auto,22358.0,Petrol,30.0,56.5,1.4
vauxhall, Corsa,2015.0,6295.0,Manual,55000.0,Petrol,30.0,55.4,1.4
toyota, Aygo,2015.0,6291.0,Manual,8539.0,Petrol,0.0,69.0,1.0
hyundi, Tucson,2016.0,10780.0,Manual,62874.0,Diesel,30.0,61.7,1.7
ford, Focus,2017.0,10895.0,Manual,21128.0,Petrol,145.0,61.4,1.0
merc, GLC Class,2016.0,21980.0,Semi-Auto,23000.0,Diesel,125.0,56.5,2.1
skoda, Fabia,2019.0,13950.0,Manual,4478.0,Petrol,145.0,60.1,1.0
skoda, Fabia,2019.0,11250.0,Manual,3684.0,Petrol,145.0,51.4,1.0
toyota, Hilux,2017.0,23400.0,Manual,57932.0,Diesel,260.0,40.4,2.4
audi, Q2,2019.0,27500.0,Automatic,7990.0,Petrol,145.0,33.2,2.0
merc, GLA Class,2018.0,19400.0,Automatic,16515.0,Diesel,145.0,64.2,2.1
toyota, Yaris,2019.0,10660.0,Manual,5988.0,Petrol,145.0,47.9,1.5
vw, Golf,2018.0,15990.0,Automatic,15237.0,Diesel,145.0,70.6,1.6
cclass, C Class,2017.0,13610.0,Manual,32783.0,Petrol,145.0,54.3,2.0
audi, A6,2019.0,31288.0,Semi-Auto,2021.0,Diesel,145.0,47.9,2.0
vw, Touran,2019.0,26699.0,Semi-Auto,473.0,Petrol,145.0,38.7,1.5
skoda, Scala,2019.0,17890.0,Manual,2083.0,Petrol,145.0,49.6,1.0
bmw, 1 Series,2014.0,8250.0,Manual,67654.0,Diesel,0.0,74.3,1.6
unclean cclass, C Class,2018.0,26395.0,Semi-Auto,8793.0,Diesel,145.0,54.3,1.6
focus, Focus,2017.0,10100.0,Manual,20800.0,Diesel,145.0,54.3,1.5
hyundi, I40,2019.0,19995.0,Semi-Auto,11013.0,Diesel,145.0,53.3,1.6
focus, Focus,2019.0,16000.0,Manual,10592.0,Petrol,145.0,54.3,1.0
audi, Q5,2019.0,35995.0,Semi-Auto,4770.0,Diesel,145.0,38.2,2.0
vw, Up,2020.0,9490.0,Manual,6000.0,Petrol,145.0,54.3,1.0
vw, Tiguan,2015.0,11600.0,Manual,38307.0,Diesel,150.0,53.3,2.0
toyota, Yaris,2016.0,9700.0,Manual,20788.0,Petrol,30.0,55.0,1.3
ford, Focus,2020.0,20999.0,Manual,1501.0,Diesel,145.0,80.7,1.5
skoda, Fabia,2016.0,8498.0,Manual,35201.0,Petrol,20.0,60.1,1.2
ford, Fiesta,2018.0,11000.0,Manual,15055.0,Petrol,145.0,65.7,1.0
focus, Focus,2019.0,18580.0,Manual,4984.0,Diesel,145.0,54.3,1.5
skoda, Superb,2019.0,19995.0,Semi-Auto,13440.0,Diesel,145.0,61.4,2.0
unclean focus, Focus,2016.0,15950.0,Manual,27000.0,36,145.0,54.3,1.6
toyota, Yaris,2017.0,9495.0,Manual,12971.0,Petrol,145.0,66.0,1.0
unclean focus, Focus,2018.0,19395.0,Manual,7506.0,26,145.0,54.3,1.6
ford, Fiesta,2018.0,10950.0,Manual,7100.0,Petrol,145.0,65.7,1.0
vauxhall, Astra,2018.0,9698.0,Manual,28751.0,Petrol,145.0,51.4,1.4
merc, S Class,2019.0,59995.0,Automatic,2000.0,Diesel,145.0,48.7,3.0
toyota, Yaris,2019.0,12990.0,Manual,5361.0,Petrol,150.0,47.9,1.5
audi, A4,2019.0,26950.0,Automatic,10000.0,Diesel,145.0,44.8,2.0
vw, Up,2020.0,11520.0,Manual,10.0,Petrol,145.0,51.4,1.0
vauxhall, Corsa,2017.0,9499.0,Manual,18656.0,Petrol,145.0,54.3,1.4
audi, A4,2016.0,13100.0,Manual,63097.0,Petrol,125.0,49.6,2.0
toyota, Aygo,2018.0,6530.0,Manual,32574.0,Petrol,145.0,69.0,1.0
audi, A3,2020.0,30990.0,Semi-Auto,6000.0,Petrol,145.0,41.5,1.5
vauxhall, Corsa,2016.0,6995.0,Manual,19864.0,Petrol,125.0,53.3,1.2
audi, A1,2017.0,15995.0,Manual,16760.0,Petrol,145.0,70.6,1.4
focus, Focus,2016.0,11070.0,Manual,17975.0,Diesel,145.0,54.3,1.5
bmw, 1 Series,2016.0,9891.0,Manual,49811.0,Diesel,0.0,83.1,1.5
hyundi, I10,2020.0,12995.0,Semi-Auto,510.0,Petrol,145.0,52.3,1.2
bmw, 2 Series,2015.0,8691.0,Manual,70067.0,Diesel,20.0,68.9,2.0
vauxhall, Corsa,2014.0,4690.0,Manual,49630.0,Petrol,125.0,51.4,1.4
merc, A Class,2019.0,34999.0,Semi-Auto,1690.0,Petrol,145.0,36.7,2.0
cclass, C Class,2017.0,19890.0,Automatic,26878.0,Petrol,145.0,54.3,2.0
vw, Golf,2015.0,12800.0,Automatic,10315.0,Petrol,30.0,56.5,1.4
